a_divisor,b_multiplier,c_adder,collatz_conv_rate,avg_steps,et_h_a,et_h_b,et_h_d,et_h_c_orig,et_h_c_v2
2,8,4,0.0,0.0,1,66,1000,1,1
18,11,20,0.0,0.0,2,3,1000,2,1000
20,17,14,0.0,0.0,2,2,1000,2,1000
20,8,13,0.0,0.0,7,1,1000,3,1000
20,15,3,0.0,0.0,3,1,1000,3,1000
14,6,12,0.0,0.0,3,1,1000,2,1000
8,6,11,0.0,0.0,2,3,1000,1,1000
15,14,9,0.0,0.0,2,2,1000,2,1000
10,6,18,0.0,0.0,2,4,1000,1,4
14,20,13,0.0,0.0,2,3,1000,1,1000
14,13,5,0.0,0.0,3,1,1000,2,1000
7,4,11,0.0,0.0,2,3,1000,1,5
12,5,6,0.0,0.0,6,1,1000,3,1000
4,8,10,0.0,0.0,1,1000,1000,1,2
19,18,18,0.0,0.0,2,3,1000,2,1000
11,9,7,0.0,0.0,3,2,1000,2,1000
10,9,18,0.0,0.0,1,6,1000,1,1000
8,11,5,0.0,0.0,2,2,1000,2,1000
2,16,17,0.0,0.0,1,2,1000,1,1
12,9,9,0.0,0.0,2,2,1000,2,1000
3,16,20,0.0,0.0,1,2,1000,1,1
2,11,17,0.0,0.0,1,2,1000,1,1
10,1,16,0.0,0.0,2,1,1000,2,1
19,5,20,0.0,0.0,3,1,1000,2,3
9,7,10,0.0,0.0,2,3,1000,2,1000
10,10,7,0.0,0.0,2,2,1000,2,1000
12,4,1,0.0,0.0,1000,1,1000,8,1000
6,8,2,0.0,0.0,2,1,1000,2,1000
8,1,5,0.8016032064128257,21.2625,1000,1,1000,6,5
9,12,14,0.0,0.0,1,6,1000,1,1000
13,4,19,0.0,0.0,2,1,1000,2,2
6,8,3,0.0,0.0,2,2,1000,2,1000
15,7,7,0.0,0.0,6,1,1000,3,1000
2,4,13,0.0,0.0,1,7,1000,1,1
15,1,17,0.4709418837675351,63.795744680851065,4,1,1000,3,1
15,15,1,0.0,0.0,2,1,1000,2,1000
4,12,8,0.0,0.0,1,1000,1000,1,1
12,2,11,0.0,0.0,4,1,1000,4,3
12,11,9,0.0,0.0,2,2,1000,2,1000
3,16,2,0.0,0.0,1,2,1000,1,4
3,15,9,0.0,0.0,1,4,1000,1,1
11,3,9,0.0,0.0,5,1,1000,3,4
6,16,11,0.0,0.0,1,1000,1000,1,2
5,6,4,0.0,0.0,2,3,1000,2,1000
2,3,6,0.0,0.0,1,1000,1000,1,3
10,14,11,0.0,0.0,2,4,1000,1,1000
6,4,5,0.0,0.0,3,2,1000,2,1000
6,17,5,0.0,0.0,1,3,1000,1,8
15,13,6,0.0,0.0,3,1,1000,2,1000
16,17,11,0.0,0.0,2,2,1000,2,1000
13,8,11,0.0,0.0,3,2,1000,2,1000
2,14,7,0.0,0.0,1,3,1000,1,1
12,10,19,0.0,0.0,2,4,1000,1,1000
13,10,9,0.0,0.0,3,2,1000,2,1000
9,3,3,0.0,0.0,1000,1,1000,5,1000
12,12,3,0.0,0.0,2,1,1000,2,1000
20,4,4,0.0,0.0,1000,1,1000,1000,1000
4,3,14,0.0,0.0,1,8,1000,1,3
4,16,11,0.0,0.0,1,7,1000,1,1
17,9,4,0.0,0.0,5,1,1000,3,1000
17,8,11,0.0,0.0,4,1,1000,2,1000
12,3,12,0.0,0.0,4,1,1000,2,3
11,11,1,0.0,0.0,2,1,1000,2,1000
14,8,20,0.018036072144288578,5.777777777777778,2,3,1000,2,5
16,16,15,0.0,0.0,2,3,1000,2,1000
6,17,16,0.0,0.0,1,1000,1000,1,1
17,11,11,0.0,0.0,3,1,1000,2,1000
15,11,4,0.006012024048096192,3.0,3,1,1000,3,1000
8,5,19,0.0,0.0,1,7,1000,1,3
5,4,13,0.0,0.0,1,1000,1000,1,9
11,20,4,0.0,0.0,2,1,1000,1,1000
4,16,12,0.0,0.0,1,19,1000,1,1
17,15,9,0.0,0.0,2,2,1000,2,1000
15,9,20,0.0,0.0,2,3,1000,2,8
3,12,6,0.0,0.0,1,66,1000,1,1
19,10,20,0.0,0.0,2,2,1000,2,16
4,20,9,0.0,0.0,1,4,1000,1,1
8,19,11,0.0,0.0,1,1000,1000,1,2
16,12,1,0.0,0.0,3,1,1000,3,1000
6,4,6,0.0,0.0,2,3,1000,2,1000
5,5,16,0.0,0.0,1,1000,1000,1,1000
7,8,13,0.0,0.0,1,7,1000,1,1000
11,16,13,0.0,0.0,2,4,1000,1,1000
16,20,1,0.0,0.0,2,1,1000,2,1000
10,6,7,0.0,0.0,3,1,1000,2,1000
6,6,13,0.0,0.0,1,1000,1000,1,1000
11,1,10,0.10020040080160321,13.7,5,1,1000,4,1
20,19,8,0.0,0.0,2,1,1000,2,1000
14,17,18,0.0,0.0,2,4,1000,1,1000
12,3,5,0.0,0.0,1000,1,1000,33,1000
7,8,20,0.0,0.0,1,1000,1000,1,1000
12,4,8,0.08817635270541083,16.704545454545453,8,1,1000,3,1000
18,11,11,0.0,0.0,3,1,1000,2,1000
18,11,17,0.0,0.0,2,2,1000,2,1000
6,8,19,0.0,0.0,1,1000,1000,1,6
2,5,4,0.0,0.0,1,1000,1000,1,2
2,6,7,0.0,0.0,1,1000,1000,1,1
18,20,7,0.0,0.0,2,1,1000,2,1000
18,19,20,0.0,0.0,2,3,1000,1,1000
10,15,13,0.0,0.0,2,6,1000,1,1000
9,13,12,0.0,0.0,2,6,1000,1,1000
16,20,7,0.0,0.0,2,2,1000,2,1000
9,9,20,0.0,0.0,1,1000,1000,1,1000
10,17,1,0.0,0.0,2,1,1000,2,1000
19,2,20,0.0,0.0,4,1,1000,3,1
19,9,2,0.0,0.0,5,1,1000,4,1000
3,4,20,0.0,0.0,1,4,1000,1,2
10,14,19,0.0,0.0,1,28,1000,1,1000
15,15,10,0.0,0.0,2,2,1000,2,1000
7,16,12,0.0,0.0,1,1000,1000,1,2
4,15,17,0.0,0.0,1,129,1000,1,1
10,18,1,0.0,0.0,2,1,1000,2,1000
6,16,15,0.0,0.0,1,1000,1000,1,1
3,12,12,0.0,0.0,1,25,1000,1,1
17,12,2,0.0,0.0,3,1,1000,3,1000
8,12,4,0.0,0.0,2,2,1000,2,1000
12,4,14,0.0,0.0,2,1,1000,2,3
6,7,9,0.0,0.0,2,5,1000,1,1000
7,20,2,0.0,0.0,1,1,1000,1,1000
14,19,16,0.0,0.0,2,4,1000,1,1000
19,3,14,0.0,0.0,6,1,1000,5,3
4,9,19,0.0,0.0,1,1000,1000,1,1
13,1,17,0.23647294589178355,31.97457627118644,2,1,1000,2,1
20,17,9,0.0,0.0,3,1,1000,2,1000
4,2,14,0.04208416833667335,4.523809523809524,1,4,1000,1,1
6,10,6,0.0,0.0,2,4,1000,1,1000
11,13,19,0.0,0.0,1,6,1000,1,1000
19,1,13,0.9238476953907816,116.93926247288503,10,1,1000,8,1
7,9,20,0.0,0.0,1,1000,1000,1,239
18,7,9,0.0,0.0,7,1,1000,3,1000
18,14,5,0.0,0.0,3,1,1000,2,1000
2,9,18,0.0,0.0,1,2,1000,1,1
3,14,5,0.0,0.0,1,4,1000,1,1
16,8,18,0.0,0.0,2,2,1000,2,14
6,8,18,0.0,0.0,1,1000,1000,1,7
14,11,18,0.0,0.0,2,3,1000,1,1000
14,11,6,0.0,0.0,3,1,1000,2,1000
7,17,4,0.0,0.0,1,2,1000,1,1000
19,15,2,0.0,0.0,3,1,1000,3,1000
3,14,10,0.0,0.0,1,4,1000,1,1
9,4,11,0.0,0.0,2,2,1000,2,9
12,11,3,0.0,0.0,3,1,1000,2,1000
13,9,13,0.0,0.0,2,3,1000,2,1000
2,18,2,0.0,0.0,1,2,1000,1,1
18,13,2,0.0,0.0,3,1,1000,3,1000
2,7,6,0.0,0.0,1,1000,1000,1,1
16,19,16,0.0,0.0,2,3,1000,1,1000
11,8,2,0.0,0.0,3,1,1000,3,1000
9,5,14,0.0,0.0,2,3,1000,1,5
8,2,18,0.0,0.0,1,1,1000,1,1
9,11,1,0.0,0.0,2,1,1000,2,1000
10,15,1,0.0,0.0,2,1,1000,2,1000
20,5,4,0.0,0.0,1000,1,1000,1000,1000
17,2,15,0.03006012024048096,5.266666666666667,5,1,1000,4,3
10,9,13,0.0,0.0,2,3,1000,1,1000
7,3,16,0.0,0.0,1,4,1000,1,2
9,5,6,0.0,0.0,3,1,1000,2,1000
2,17,11,0.0,0.0,1,2,1000,1,1
15,20,9,0.0,0.0,2,2,1000,2,1000
16,19,2,0.0,0.0,2,1,1000,2,1000
17,19,5,0.0,0.0,2,1,1000,2,1000
2,11,4,0.0,0.0,1,3,1000,1,1
3,1,2,0.501002004008016,7.232,8,1,1000,3,1000
5,1,2,0.501002004008016,8.988,1000,1,1000,1000,1000
13,19,18,0.0,0.0,1,14,1000,1,1000
12,6,1,0.0,0.0,5,1,1000,4,1000
6,12,16,0.0,0.0,1,1000,1000,1,2
13,16,9,0.0,0.0,2,2,1000,2,1000
14,5,17,0.0,0.0,2,1,1000,2,3
13,20,4,0.0,0.0,2,1,1000,2,1000
6,5,16,0.0,0.0,1,1000,1000,1,12
17,12,8,0.0,0.0,3,1,1000,2,1000
19,6,12,0.0,0.0,10,1,1000,3,19
12,17,20,0.0,0.0,1,29,1000,1,1000
6,2,18,0.0,0.0,1,1,1000,1,1
19,8,10,0.0,0.0,6,1,1000,3,1000
18,11,8,0.0,0.0,3,1,1000,2,1000
17,9,17,0.0,0.0,2,2,1000,2,1000
12,14,2,0.0,0.0,2,1,1000,2,1000
16,2,14,0.008016032064128256,3.0,5,1,1000,4,3
7,4,6,0.0,0.0,3,2,1000,2,1000
14,20,18,0.0,0.0,2,5,1000,1,1000
12,2,9,0.0,0.0,6,1,1000,4,3
9,9,15,0.0,0.0,2,5,1000,1,1000
16,9,15,0.0,0.0,3,2,1000,2,1000
6,15,5,0.0,0.0,1,3,1000,1,38
10,13,12,0.0,0.0,2,4,1000,1,1000
18,20,3,0.0,0.0,2,1,1000,2,1000
18,9,4,0.0,0.0,5,1,1000,3,1000
3,2,1,0.08216432865731463,4.878048780487805,3,1,1000,3,1000
16,12,1,0.0,0.0,3,1,1000,3,1000
11,3,14,0.0,0.0,2,1,1000,2,2
3,11,3,0.0,0.0,1,3,1000,1,2
2,14,12,0.0,0.0,1,2,1000,1,1
14,11,5,0.0,0.0,3,1,1000,2,1000
3,11,10,0.0,0.0,1,1000,1000,1,1
6,14,3,0.0,0.0,1,2,1000,1,1000
14,3,20,0.0,0.0,2,1,1000,2,1
5,18,3,0.0,0.0,1,2,1000,1,6
19,6,16,0.0,0.0,4,1,1000,2,5
10,10,6,0.0,0.0,2,2,1000,2,1000
11,9,10,0.0,0.0,2,3,1000,2,1000
11,6,19,0.0,0.0,2,3,1000,1,4
3,13,3,0.0,0.0,1,3,1000,1,2
4,11,19,0.0,0.0,1,1000,1000,1,1
15,20,17,0.0,0.0,2,4,1000,1,1000
11,5,13,0.0,0.0,2,2,1000,2,13
17,5,11,0.0,0.0,8,1,1000,4,25
17,14,9,0.0,0.0,3,1,1000,2,1000
5,9,8,0.0,0.0,1,1000,1000,1,3
12,20,3,0.0,0.0,2,1,1000,2,1000
8,19,11,0.0,0.0,1,1000,1000,1,2
15,14,20,0.0,0.0,2,3,1000,1,1000
20,16,14,0.0,0.0,2,2,1000,2,1000
8,9,10,0.0,0.0,2,4,1000,1,1000
9,16,19,0.0,0.0,1,1000,1000,1,2
11,19,5,0.0,0.0,2,2,1000,1,1000
9,20,16,0.0,0.0,1,1000,1000,1,2
4,1,2,0.0,0.0,1000,1,1000,8,1000
10,3,6,0.0,0.0,15,1,1000,4,25
3,1,12,0.0,0.0,1,1,10,1,1
9,19,16,0.0,0.0,1,1000,1000,1,2
15,13,15,0.0,0.0,2,3,1000,2,1000
12,11,19,0.0,0.0,2,5,1000,1,1000
17,18,12,0.0,0.0,2,2,1000,2,1000
13,7,14,0.0,0.0,2,2,1000,2,12
3,17,6,0.0,0.0,1,3,1000,1,1
2,11,19,0.0,0.0,1,2,1000,1,1
14,11,5,0.0,0.0,3,1,1000,2,1000
19,5,8,0.0,0.0,1000,1,1000,19,1000
13,6,7,0.012024048096192385,3.1666666666666665,5,1,1000,3,1000
9,2,11,0.0,0.0,2,1,1000,2,2
20,4,12,0.0,0.0,12,1,1000,5,6
9,12,14,0.0,0.0,1,6,1000,1,1000
14,9,20,0.0,0.0,2,3,1000,1,1000
16,7,20,0.0,0.0,2,2,1000,2,7
12,18,13,0.0,0.0,2,4,1000,1,1000
18,4,2,0.0,0.0,1000,1,1000,1000,1000
2,4,19,0.0,0.0,1,3,1000,1,1
13,17,15,0.0,0.0,2,4,1000,1,1000
9,18,4,0.0,0.0,1,2,1000,1,11
2,18,11,0.0,0.0,1,2,1000,1,1
13,2,9,0.0,0.0,8,1,1000,5,4
14,9,14,0.0,0.0,2,3,1000,2,1000
10,2,4,0.0,0.0,1000,1,1000,1000,1000
13,10,7,0.0,0.0,3,1,1000,2,1000
12,10,11,0.0,0.0,2,3,1000,2,1000
12,12,11,0.0,0.0,2,3,1000,2,1000
15,3,19,0.0,0.0,2,1,1000,2,1
15,18,4,0.0,0.0,2,1,1000,2,1000
8,8,2,0.0,0.0,2,1,1000,2,1000
2,12,15,0.0,0.0,1,2,1000,1,1
17,7,1,0.0,0.0,6,1,1000,5,1000
15,16,4,0.0,0.0,2,1,1000,2,1000
3,12,17,0.0,0.0,1,5,1000,1,1
5,12,15,0.0,0.0,1,1000,1000,1,1
4,15,14,0.0,0.0,1,1000,1000,1,1
4,10,6,0.02004008016032064,3.9,1,1000,1000,1,2
15,15,17,0.0,0.0,2,3,1000,1,1000
8,13,7,0.0,0.0,2,3,1000,1,1000
19,7,19,0.0,0.0,3,1,1000,2,5
2,20,10,0.0,0.0,1,2,1000,1,1
15,10,2,0.0,0.0,4,1,1000,3,1000
15,20,6,0.0,0.0,2,1,1000,2,1000
14,10,15,0.0,0.0,2,3,1000,2,1000
11,6,19,0.0,0.0,2,3,1000,1,4
20,7,20,0.0,0.0,3,1,1000,2,4
3,17,18,0.0,0.0,1,2,1000,1,1
17,12,17,0.0,0.0,2,3,1000,2,1000
9,19,11,0.0,0.0,1,13,1000,1,3
20,16,3,0.0,0.0,3,1,1000,3,1000
10,20,7,0.0,0.0,1,2,1000,1,5
7,13,7,0.0,0.0,1,4,1000,1,4
6,5,15,0.0,0.0,1,1000,1000,1,1000
6,8,18,0.0,0.0,1,1000,1000,1,7
4,12,16,0.0,0.0,1,1000,1000,1,1
14,4,19,0.0,0.0,2,1,1000,2,2
6,16,11,0.0,0.0,1,1000,1000,1,2
18,5,16,0.0,0.0,4,1,1000,2,4
19,13,3,0.0,0.0,3,1,1000,3,1000
10,11,7,0.0,0.0,2,2,1000,2,1000
19,11,15,0.0,0.0,3,2,1000,2,1000
16,15,17,0.0,0.0,2,3,1000,2,1000
10,8,2,0.006012024048096192,3.0,3,1,1000,3,1000
12,16,7,0.0,0.0,2,2,1000,2,1000
18,9,9,0.03006012024048096,11.466666666666667,5,1,1000,3,1000
4,13,14,0.0,0.0,1,1000,1000,1,1
20,9,15,0.0,0.0,4,1,1000,2,1000
3,9,18,0.501002004008016,7.232,1,6,1000,1,1
5,11,19,0.0,0.0,1,1000,1000,1,1
14,5,13,0.0,0.0,3,1,1000,2,5
8,12,6,0.0,0.0,2,3,1000,1,1000
9,15,6,0.0,0.0,2,2,1000,1,1000
3,17,8,0.0,0.0,1,3,1000,1,1
16,12,14,0.0,0.0,2,2,1000,2,1000
6,10,6,0.0,0.0,2,4,1000,1,1000
3,2,18,0.0,0.0,1,3,1000,1,1
20,8,14,0.0,0.0,5,1,1000,3,1000
7,18,18,0.0,0.0,1,1000,1000,1,1
2,17,18,0.0,0.0,1,2,1000,1,1
15,13,19,0.0,0.0,2,3,1000,1,1000
11,20,14,0.0,0.0,1,7,1000,1,3
14,14,16,0.0,0.0,2,3,1000,1,1000
16,16,14,0.0,0.0,2,3,1000,2,1000
16,8,6,0.0,0.0,5,1,1000,3,1000
16,8,10,0.0,0.0,4,1,1000,2,1000
15,13,17,0.0,0.0,2,3,1000,2,1000
14,12,16,0.0,0.0,2,3,1000,2,1000
19,4,7,0.0,0.0,1000,1,1000,1000,1000
10,18,19,0.0,0.0,1,1000,1000,1,2
11,1,7,0.4308617234468938,19.516279069767442,16,1,1000,8,4
12,1,3,0.0,0.0,1000,1,1000,1000,1000
8,19,7,0.0,0.0,1,5,1000,1,6
17,19,6,0.0,0.0,2,1,1000,2,1000
18,19,3,0.0,0.0,2,1,1000,2,1000
15,1,3,0.0,0.0,1000,1,1000,1000,1000
11,14,12,0.0,0.0,2,4,1000,1,1000
13,13,4,0.0,0.0,2,1,1000,2,1000
5,20,14,0.0,0.0,1,7,1000,1,1
3,9,2,0.0,0.0,1,2,1000,1,1000
13,11,1,0.0,0.0,3,1,1000,3,1000
9,14,2,0.0,0.0,2,1,1000,2,1000
4,2,14,0.04208416833667335,4.523809523809524,1,4,1000,1,1
14,4,3,0.0,0.0,1000,1,1000,15,1000
3,14,5,0.0,0.0,1,4,1000,1,1
14,17,8,0.0,0.0,2,2,1000,2,1000
20,9,13,0.0,0.0,5,1,1000,2,1000
11,3,15,0.0,0.0,2,1,1000,2,2
12,18,11,0.0,0.0,2,3,1000,1,1000
9,18,3,0.0,0.0,1,1,1000,1,1000
10,6,5,0.0,0.0,3,1,1000,2,1000
3,16,12,0.0,0.0,1,3,1000,1,1
19,13,5,0.0,0.0,3,1,1000,3,1000
4,10,4,0.0,0.0,1,9,1000,1,7
5,8,8,0.0,0.0,1,378,1000,1,6
14,17,12,0.0,0.0,2,3,1000,1,1000
10,13,4,0.0,0.0,2,1,1000,2,1000
8,6,10,0.0,0.0,2,3,1000,2,1000
3,6,7,0.0,0.0,1,1000,1000,1,2
7,4,20,0.0,0.0,1,8,1000,1,2
15,5,10,0.012024048096192385,3.5,8,1,1000,3,1000
8,1,7,0.14428857715430862,8.73611111111111,5,1,1000,4,3
8,12,18,0.0,0.0,1,1000,1000,1,7
12,14,19,0.0,0.0,2,5,1000,1,1000
12,19,16,0.0,0.0,1,7,1000,1,19
20,9,8,0.0,0.0,19,1,1000,3,1000
9,2,12,0.0,0.0,2,1,1000,2,1
13,17,15,0.0,0.0,2,4,1000,1,1000
3,8,12,0.0,0.0,1,1000,1000,1,1
10,17,19,0.0,0.0,1,1000,1000,1,3
13,3,7,0.0,0.0,78,1,1000,6,11
11,9,7,0.0,0.0,3,2,1000,2,1000
18,4,13,0.0,0.0,6,1,1000,4,4
6,3,11,0.0,0.0,2,3,1000,1,2
7,8,20,0.0,0.0,1,1000,1000,1,1000
19,4,11,0.0,0.0,13,1,1000,5,6
13,4,7,0.0,0.0,1000,1,1000,4,1000
20,13,14,0.0,0.0,3,2,1000,2,1000
16,20,16,0.0,0.0,2,3,1000,1,1000
14,2,9,0.0,0.0,35,1,1000,6,5
15,10,1,0.0,0.0,4,1,1000,3,1000
18,14,14,0.0,0.0,2,2,1000,2,1000
14,12,5,0.0,0.0,3,1,1000,2,1000
11,16,13,0.0,0.0,2,4,1000,1,1000
9,11,16,0.0,0.0,1,7,1000,1,1000
14,8,13,0.0,0.0,3,2,1000,2,1000
20,5,2,0.0,0.0,1000,1,1000,1000,1000
20,18,20,0.0,0.0,2,3,1000,2,1000
13,5,4,0.0,0.0,104,1,1000,4,1000
19,1,20,0.10020040080160321,28.12,4,1,1000,4,1
20,18,9,0.0,0.0,3,1,1000,2,1000
11,9,20,0.0,0.0,2,7,1000,1,1000
3,7,11,0.0,0.0,1,1000,1000,1,1
8,11,7,0.0,0.0,2,3,1000,1,1000
20,10,9,0.0,0.0,5,1,1000,3,1000
18,6,19,0.0,0.0,3,1,1000,2,4
10,4,17,0.0,0.0,2,2,1000,1,2
6,16,9,0.0,0.0,1,1000,1000,1,3
5,12,11,0.0,0.0,1,1000,1000,1,2
17,11,7,0.0,0.0,3,1,1000,2,1000
11,11,6,0.0,0.0,2,2,1000,2,1000
12,11,15,0.0,0.0,2,3,1000,1,1000
5,19,4,0.0,0.0,1,2,1000,1,2
13,5,3,0.0,0.0,1000,1,1000,5,1000
18,19,13,0.0,0.0,2,2,1000,2,1000
12,4,13,0.0,0.0,3,1,1000,2,4
8,4,14,0.0,0.0,2,3,1000,1,3
2,19,18,0.0,0.0,1,2,1000,1,1
12,20,7,0.0,0.0,2,2,1000,1,1000
20,1,6,0.0,0.0,1000,1,1000,1000,1000
7,7,16,0.0,0.0,1,1000,1000,1,1000
10,11,15,0.0,0.0,2,5,1000,1,1000
18,13,14,0.0,0.0,2,2,1000,2,1000
17,20,13,0.0,0.0,2,3,1000,2,1000
10,11,3,0.0,0.0,2,1,1000,2,1000
11,14,17,0.0,0.0,1,6,1000,1,1000
5,9,13,0.0,0.0,1,1000,1000,1,2
3,15,2,0.0,0.0,1,2,1000,1,1000
18,11,7,0.006012024048096192,3.0,4,1,1000,3,1000
7,16,17,0.0,0.0,1,1000,1000,1,1
13,18,8,0.0,0.0,2,2,1000,2,1000
13,15,15,0.0,0.0,2,4,1000,1,1000
17,9,9,0.0,0.0,4,1,1000,2,1000
6,17,8,0.0,0.0,1,10,1000,1,3
6,9,19,0.0,0.0,1,1000,1000,1,2
15,11,8,0.0,0.0,3,1,1000,2,1000
17,13,5,0.0,0.0,3,1,1000,2,1000
14,17,13,0.0,0.0,2,3,1000,1,1000
4,14,14,0.0,0.0,1,1000,1000,1,1
9,17,19,0.0,0.0,1,1000,1000,1,2
10,3,20,0.0,0.0,1,1,1000,1,1
14,7,15,0.0,0.0,2,2,1000,2,23
5,16,13,0.0,0.0,1,1000,1000,1,1
12,15,7,0.0,0.0,2,2,1000,2,1000
7,1,11,0.9098196392785571,36.16740088105727,2,1,1000,2,1
19,15,19,0.0,0.0,2,3,1000,2,1000
2,3,1,1.0,20.17434869739479,2,2,1000,2,1000
8,2,13,0.0,0.0,2,1,1000,2,1
2,1,10,0.0,0.0,1,3,5,1,1
18,9,14,0.0,0.0,3,1,1000,2,1000
5,1,12,0.1683366733466934,8.595238095238095,1,1,1000,1,1
15,17,2,0.0,0.0,2,1,1000,2,1000
2,2,7,0.0,0.0,1,1000,1000,1,1000
18,2,14,0.0,0.0,6,1,1000,5,3
20,3,9,0.0,0.0,1000,1,1000,21,8
8,20,11,0.0,0.0,1,1000,1000,1,2
6,1,18,0.0,0.0,1,1,1000,1,1
10,10,14,0.0,0.0,2,4,1000,1,1000
13,6,9,0.0,0.0,4,1,1000,2,1000
19,14,2,0.0,0.0,3,1,1000,3,1000
4,7,15,0.0,0.0,1,1000,1000,1,1
9,14,16,0.0,0.0,1,1000,1000,1,6
15,10,2,0.0,0.0,4,1,1000,3,1000
8,19,8,0.0,0.0,1,40,1000,1,4
7,20,10,0.0,0.0,1,76,1000,1,3
10,19,3,0.0,0.0,2,1,1000,1,1000
3,13,7,0.0,0.0,1,6,1000,1,1
5,3,6,0.0,0.0,2,3,1000,2,37
14,10,12,0.0,0.0,2,2,1000,2,1000
9,18,17,0.0,0.0,1,1000,1000,1,2
18,4,5,0.0,0.0,1000,1,1000,1000,1000
11,9,9,0.0,0.0,2,2,1000,2,1000
3,20,9,0.0,0.0,1,3,1000,1,1
13,19,13,0.0,0.0,2,4,1000,1,1000
9,7,8,0.0,0.0,2,3,1000,2,1000
5,8,11,0.0,0.0,1,1000,1000,1,3
2,5,20,0.0,0.0,1,2,1000,1,1
12,4,15,0.0,0.0,2,1,1000,2,3
5,2,17,0.0,0.0,1,3,1000,1,1
8,7,18,0.0,0.0,1,1000,1000,1,1000
4,6,3,0.0,0.0,2,3,1000,1,1000
4,1,11,0.45691382765531063,11.640350877192983,1,1,1000,1,1
2,2,11,0.0,0.0,1,4,1000,1,1000
5,19,11,0.014028056112224449,4.285714285714286,1,1000,1000,1,1
15,4,6,0.0,0.0,1000,1,1000,12,1000
5,4,6,0.0,0.0,2,3,1000,2,1000
13,7,16,0.0,0.0,2,3,1000,2,7
4,8,19,0.0,0.0,1,1000,1000,1,1
15,17,18,0.0,0.0,2,4,1000,1,1000
7,5,15,0.0,0.0,1,7,1000,1,5
18,8,18,0.0,0.0,3,1,1000,2,1000
19,12,16,0.0,0.0,3,2,1000,2,1000
17,13,4,0.006012024048096192,3.0,3,1,1000,3,1000
20,19,6,0.0,0.0,3,1,1000,2,1000
7,12,7,0.0,0.0,2,4,1000,1,41
12,2,7,0.0,0.0,222,1,1000,6,5
10,1,2,0.0,0.0,1000,1,1000,1000,1000
5,13,17,0.0,0.0,1,1000,1000,1,1
7,18,11,0.0,0.0,1,1000,1000,1,2
8,18,11,0.0,0.0,1,1000,1000,1,2
19,1,5,0.40080160320641284,29.815,1000,1,1000,1000,23
4,10,7,0.0,0.0,1,1000,1000,1,2
17,7,9,0.0,0.0,7,1,1000,3,1000
12,8,9,0.0,0.0,3,2,1000,2,1000
3,15,4,0.0,0.0,1,3,1000,1,1
11,2,14,0.0,0.0,2,1,1000,2,1
7,12,3,0.0,0.0,2,2,1000,1,1000
3,20,12,0.0,0.0,1,3,1000,1,1
5,2,18,0.0,0.0,1,3,1000,1,1
3,1,18,0.0,0.0,1,1,9,1,1
18,19,3,0.0,0.0,2,1,1000,2,1000
18,9,13,0.0,0.0,3,1,1000,2,1000
19,9,1,0.0,0.0,5,1,1000,5,1000
10,9,4,0.0,0.0,3,1,1000,2,1000
13,18,17,0.0,0.0,2,5,1000,1,1000
4,10,8,0.0,0.0,1,1000,1000,1,2
11,17,4,0.0,0.0,2,1,1000,2,1000
8,19,1,0.0,0.0,1,1,1000,1,1000
13,17,18,0.0,0.0,2,5,1000,1,1000
17,3,17,0.0,0.0,4,1,1000,3,3
17,2,19,0.0,0.0,3,1,1000,2,1
3,15,13,0.0,0.0,1,3,1000,1,1
12,9,16,0.0,0.0,2,3,1000,1,1000
10,10,7,0.0,0.0,2,2,1000,2,1000
17,19,1,0.0,0.0,2,1,1000,2,1000
16,15,7,0.0,0.0,2,1,1000,2,1000
3,10,17,0.02004008016032064,4.5,1,6,1000,1,1
19,1,13,0.9238476953907816,116.93926247288503,10,1,1000,8,1
